sales,quantity,profit
50112.0,6,162864.0
27.93,3,-329599.0
11.56,4,888392.0
172.5,2,51.75
179.97,3,449925.0
258696.0,3,64674.0
1322.93,7,3571911.0
3.76,2,-363780.0
21744.0,1,542934.0
7.92,5,693.0
12096.0,7,159338.0
485.88,6,1927265.0
25.92,4,919287.0
197.58,2,533466.0
81.92,4,221184.0
889536.0,8,667152.0
892224.0,3,892224.0
223.92,4,1097208.0
44553.0,4,507264.0
15552.0,3,924917.0
15712.0,4,1326593.0
24672.0,2,-113923.0
55968.0,1,-20988.0
431928.0,9,647892.0
95984.0,4,-41136.0
1088792.0,4,-18509464.0
544008.0,3,408006.0
1872.0,3,-14352.0
854352.0,3,1787772.0
593568.0,2,0.0
338.04,3,-33804.0
271.96,5,169975.0
11.21,1,3363.0
9144.0,3,38047.0
44391.0,7,2572556.0
41.86,7,10465.0
8544.0,2,2533355.0
579136.0,4,217176.0
141372.0,2,-484704.0
3036.0,2,-23276.0
4503.0,1,-36024.0
4672.0,1,1412760.0
95.88,3,28764.0
17024.0,2,1871504.0
258696.0,3,64674.0
1931958.0,7,-3863916.0
249.75,9,44955.0
255936.0,8,287928.0
113.79,3,204822.0
78.15,1,34386.0
1728.0,1,6048.0
40.56,4,198744.0
182.94,3,1712319.0
193.86,2,1613217.0
15.28,2,1085685.0
8.73,1,2842351.0
5.68,2,2084806.0
2.78,2,7228.0
79.96,2,35982.0
839988.0,2,69999.0
47952.0,3,137862.0
37425.0,5,-29.94
63968.0,2,0.0
165048.0,3,41262.0
12.35,1,5434.0
40.97,1,1688426.0
22.96,2,2196113.0
22.0,4,44321.0
398352.0,3,124485.0
8.72,4,1406976.0
48.69,9,238581.0
764688.0,6,95586.0
3610848.0,12,1354068.0
2549745.0,3,2954388.0
38.82,6,17469.0
1141938.0,9,1395702.0
1704.56,13,511368.0
44230.0,2,1376.0
1099.96,4,2859896.0
5248.0,2,5904.0
35.91,3,-8379.0
6696.0,1,5022.0
43872.0,2,1192458.0
27882.0,3,-204468.0
540048.0,3,-472542.0
255.68,8,76704.0
863.88,3,107985.0
17616.0,4,-140928.0
17472.0,3,524642.0
69.9,2,18873.0
41.85,5,10881.0
6.57,3,2132653.0
142.86,1,414294.0
292272.0,6,18267.0
29328.0,3,3666.0
12.48,2,5616.0
102336.0,4,-12792.0
48792.0,3,-1268592.0
44848.0,8,-67272.0
10368.0,2,1602746.0
388.43,5,-88784.0
14352.0,3,46143.0
63992.0,1,-71991.0
86352.0,3,5397.0
32.97,3,2441252.0
83.88,4,301968.0
278.4,3,80736.0
44545.0,3,4914.0
17.43,1,-13363.0
251.64,3,88074.0
2772.0,7,-4851.0
44453.0,5,1043.0
15.48,3,1092899.0
39.88,2,-85890.0
12192.0,4,-274570.0
20.82,3,1114904.0
13216.0,4,987708.0
32.4,5,15552.0
32.94,3,121506.0
114.2,5,52532.0
44411.0,1,1053361.0
845728.0,13,845728.0
13904.0,2,1201010.0
20.72,2,6475.0
114.95,5,2299.0
26.96,2,35247.0
572.76,6,1661004.0
286.38,3,830502.0
61.96,2,537730.0
23.99,1,1197022.0
287.97,3,777519.0
419944.0,7,52493.0
46.76,7,224448.0
17712.0,3,842402.0
21.78,2,1726989.0
161.94,3,1922882.0
161568.0,2,-80784.0
3.69,1,1988017.0
122.12,4,561752.0
155372.0,2,-133176.0
38.88,6,186624.0
183.84,8,625056.0
579.3,5,28965.0
44241.0,1,666629.0
575.92,2,71.99
5184.0,6,-36288.0
5229.0,3,-41832.0
285552.0,2,35694.0
72.8,5,19656.0
10816.0,4,1187830.0
46.26,3,1096794.0
17.46,6,-30555.0
51072.0,6,-302298.0
11.34,1,1339101.0
87.92,4,26376.0
37.05,3,16302.0
2.97,1,-6435.0
27.44,2,2401.0
44409.0,3,-1728.0
7.96,2,-13.93
140736.0,8,52776.0
552.56,4,0.0
44525.0,3,1236865.0
29.78,2,-545458.0
677.58,3,1761708.0
75.04,8,360192.0
695.7,2,-27828.0
15.66,5,-12528.0
28854.0,6,-211596.0
47.82,3,14346.0
44329.0,5,6003.0
93.78,2,365742.0
47.18,7,23.59
19.68,6,1889157.0
53.4,10,25098.0
35.88,6,172224.0
258279.0,3,-701043.0
31.4,2,7.85
183.96,5,206955.0
17.61,3,960072.0
300904.0,1,343269.0
220776.0,3,-441552.0
281424.0,11,-35178.0
79.14,3,364044.0
1988.0,1,-14413.0
145568.0,2,0.0
123256.0,7,198207.0
23.68,4,44293.0
309576.0,4,-567556.0
38388.0,14,-25592.0
95994.0,2,-63996.0
239952.0,6,-359928.0
201584.0,2,151188.0
899136.0,4,-1461096.0
145.9,5,62737.0
590058.0,7,-786744.0
44300.0,3,1422622.0
49.08,3,4908.0
44376.0,2,44422.0
17088.0,4,1328144.0
912.75,5,1186575.0
1089.75,3,305.13
447.84,8,2194416.0
44302.0,5,4264.0
399.96,5,349965.0
158.9,5,7945.0
13184.0,1,2152102.0
83952.0,3,-902484.0
80.98,1,1569084.0
348.84,9,1709316.0
9.45,5,189.0
18.84,3,-112311.0
239.98,2,527956.0
167.96,2,789412.0
104.85,3,283095.0
484.83,3,1260558.0
122.97,3,602553.0
154.44,3,1294421.0
342.37,7,1609139.0
9552.0,3,1322910.0
652.45,5,-430617.0
66645.0,3,-426528.0
17216.0,4,-600305.0
11.56,2,1732833.0
88.4,4,11492.0
6.48,1,-290672.0
44429.0,2,6104.0
251.79,3,1183413.0
205176.0,2,-581332.0
419.4,5,146.79
10304.0,1,-21896.0
154764.0,3,-361116.0
116784.0,2,21897.0
75.48,2,196248.0
39.98,2,9995.0
393165.0,3,-2044458.0
23.68,2,8.88
408006.0,2,725344.0
165.28,4,148752.0
334768.0,7,1087996.0
239.97,3,263967.0
37.74,3,2343732.0
946344.0,7,118293.0
151.2,3,32.13
4928.0,4,-14784.0
86272.0,4,312736.0
72588.0,2,-48392.0
60672.0,2,144096.0
77031.0,9,-590571.0
119904.0,6,-14988.0
263.96,5,230965.0
363648.0,4,-863664.0
9728.0,2,340468.0
14.75,5,44415.0
44437.0,5,447667.0
427.42,14,1966132.0
220752.0,8,-404712.0
152.76,6,748524.0
7.27,1,2822962.0
1819.86,14,1637874.0
33.9,5,15594.0
31104.0,6,2543825.0
5248.0,2,5904.0
263.88,3,428805.0
2453.43,5,-350.49
44406.0,5,13365.0
39.96,4,17982.0
36672.0,2,11.46
13.76,2,510033.0
139424.0,4,17428.0
1979928.0,9,1484946.0
164736.0,4,-391248.0
470302.0,7,-873418.0
47984.0,2,5998.0
2502.0,3,-17514.0
88752.0,3,11094.0
2025.0,1,-1.35
70.98,7,347802.0
91.68,3,45.84
33.75,5,16875.0
3040.0,8,-161039.0
91.2,3,41952.0
452.94,3,67941.0
52.2,9,23.49
15936.0,4,-39323.0
27.46,2,2540873.0
55424.0,2,193984.0
244006.0,2,-313722.0
159984.0,2,439956.0
1024716.0,6,-292776.0
3.68,2,2239669.0
121376.0,4,-30344.0
95976.0,3,-107973.0
255968.0,4,31996.0
872.94,3,2269644.0
41.54,2,195238.0
12.96,2,112648.0
6848.0,2,5992.0
8.67,3,-420302.0
6688.0,4,-40128.0
17.28,6,-652931.0
17712.0,3,842402.0
28.91,7,132986.0
52136.0,7,2466605.0
31968.0,4,758276.0
25.92,4,919287.0
40.46,7,198254.0
33.87,3,2250839.0
9728.0,2,1871504.0
3424.0,1,44378.0
177.0,3,44469.0
3.76,2,1316.0
1212848.0,7,1061242.0
89.97,3,377874.0
42.6,3,16614.0
44291.0,2,1764.0
62.96,4,28332.0
5.88,1,2524589.0
977292.0,6,1737408.0
9.64,2,1728389.0
40.05,3,11214.0
10192.0,7,3185.0
16784.0,1,-2098.0
44543.0,5,3772.0
18.16,5,6583.0
16056.0,3,2302245.0
223056.0,9,69705.0
540048.0,3,-472542.0
33.52,2,3352.0
9.94,2,-396592.0
6.72,4,3.36
1004976.0,6,-1758708.0
17.88,3,1451961.0
396.0,4,190.08
34.5,3,15525.0
8.36,2,35125.0
385.6,8,111824.0
35.82,9,2303525.0
200064.0,3,12504.0
21.38,5,-33139.0
6744.0,4,-114648.0
63686.0,1,-9098.0
-84217.0,4,116872.0
83.84,2,27248.0
13272.0,3,450801.0
21336.0,7,1988198.0
16.52,5,2065.0
206112.0,6,489516.0
19.92,5,6723.0
198272.0,8,61.96
247104.0,6,-586872.0
86304.0,6,1896585.0
4.16,2,364.0
11648.0,2,580067.0
26.18,7,5236.0
44262.0,2,3431.0
74352.0,3,23235.0
10744.0,1,8058.0
8376.0,3,1943854.0
212.88,6,0.0
203983.0,2,167986.0
40.74,3,4074.0
11.67,3,-568987.0
39.99,1,1487208.0
16.28,2,6512.0
782.94,3,2035644.0
242.48,7,1163904.0
8.32,5,2288.0
10464.0,6,1864199.0
82896.0,3,290136.0
34.24,4,160928.0
1573488.0,7,196686.0
335.52,4,117432.0
23912.0,2,-406504.0
27056.0,2,647974.0
559992.0,1,1749975.0
9324.0,6,-247086.0
111.96,2,548604.0
21.56,7,580281.0
124.75,5,57385.0
5.28,3,1246209.0
91.96,4,395428.0
9344.0,1,3504.0
79.36,5,9.92
171.96,2,447096.0
35352.0,9,2283467.0
44457.0,6,9072.0
2.78,1,7228.0
1044.63,5,-2959785.0
11352.0,3,-273475.0
354.9,5,17745.0
453576.0,3,396879.0
21.48,3,-2685.0
8784.0,4,-136152.0
122.97,3,602553.0
12.84,3,1948996.0
603.92,5,-67941.0
21.84,3,1071167.0
29.99,1,394250.0
381.44,2,23.84
40.68,3,-9153.0
763.28,5,-21808.0
23952.0,2,749510.0
4.98,1,913870.0
170.88,3,495552.0
307.98,2,893142.0
382806.0,9,-1531224.0
41.96,2,2729125.0
1217568.0,2,456588.0
47.04,3,183456.0
6.16,2,2800712.0
979.95,5,274386.0
143.7,3,68976.0
10.65,3,20210.0
247.8,4,34692.0
10.96,4,2809478.0
33488.0,7,2448708.0
44294.0,5,2646215.0
201568.0,4,226764.0
13.44,3,1445053.0
359058.0,3,-359058.0
47992.0,2,-20568.0
547.3,13,175136.0
16896.0,4,5.28
6672.0,1,5004.0
99136.0,4,1769449.0
15992.0,2,-13993.0
211.96,2,42392.0
6672.0,3,1668.0
155.94,6,452226.0
39.96,5,12987.0
5.46,3,1237444.0
73.2,5,21228.0
5.84,1,1971.0
22.72,4,10224.0
9336.0,3,283490.0
290666.0,2,273568.0
201584.0,2,201584.0
83984.0,2,31494.0
-328685.0,7,2900058.0
83976.0,3,-136461.0
3.75,1,44409.0
41.4,4,19872.0
29.79,3,1175686.0
59.48,2,8922.0
6.69,1,-411202.0
198.46,2,99.23
786.48,8,3853752.0
23168.0,2,2298290.0
50.0,2,44326.0
675.96,5,84495.0
1265.85,3,556974.0
523.25,5,1412775.0
517.5,6,155.25
17.92,5,2464.0
41256.0,6,-34.38
1006056.0,3,880299.0
10688.0,2,2011817.0
10368.0,2,1602746.0
44555.0,2,1.57
58112.0,2,7264.0
15552.0,3,924917.0
669.08,5,-167.27
438336.0,4,-876672.0
19.44,3,515968.0
9.64,2,892745.0
44389.0,2,5842.0
41.37,3,173754.0
12624.0,2,3945.0
1247.64,3,3493392.0
3149.93,7,14804671.0
209.7,2,100656.0
35.36,2,-3094.0
3168.0,2,-7128.0
121104.0,6,-100.92
45894.0,1,-91788.0
109.92,2,538608.0
13.36,2,813914.0
169.68,6,458136.0
132.52,4,543332.0
2.96,2,842981.0
8448.0,2,2800712.0
95.94,3,9594.0
34.79,7,2173103.0
160776.0,3,-516542.0
88752.0,3,27735.0
13904.0,2,5214.0
677.58,5,-158102.0
13896.0,3,-9264.0
41.92,5,3668.0
297576.0,3,-74394.0
4344.0,3,8688.0
94992.0,2,-23748.0
74352.0,3,23235.0
44300.0,3,1422622.0
1018104.0,4,-3733048.0
16.68,3,82302.0
58.58,2,193314.0
167968.0,4,62988.0
196.62,2,963438.0
21936.0,2,-104196.0
6588.0,3,-102114.0
104.28,3,44403.0
17.94,3,2193860.0
64784.0,1,-145764.0
32382.0,3,466142.0
42368.0,2,1036042.0
399.54,4,-559356.0
18.97,1,-308019.0
14.82,3,125797.0
99.28,2,12.41
1188.0,2,-0.99
7518.0,2,-57638.0
10368.0,2,1602746.0
310.88,2,23316.0
853092.0,6,-2274912.0
33.45,5,15387.0
44296.0,5,5096.0
21.88,5,367222.0
13616.0,2,1403323.0
63.96,4,198276.0
14.46,3,-381860.0
104.98,2,52.49
106.96,2,310184.0
21.56,7,580281.0
515.88,6,1134936.0
11808.0,2,330272.0
11414.0,9,321.84
9.96,2,1794164.0
12.35,5,2244538.0
9702.0,3,-71148.0
11.61,2,-9288.0
43.86,6,206142.0
148.48,2,16704.0
7.42,2,3.71
71992.0,1,-8999.0
44458.0,5,6567.0
-71982.0,14,510636.0
14304.0,6,23498.0
765625.0,7,-5665625.0
307666.0,2,-144784.0
7712.0,2,2211941.0
242.9,5,70441.0
454.9,5,0.0
35.92,4,150864.0
39.76,8,495606.0
47744.0,4,14.92
159984.0,2,2954388.0
255968.0,4,511936.0
359058.0,3,-718116.0
434352.0,3,434352.0
3552.0,2,444.0
88832.0,4,2128817.0
1048.35,5,-69.89
100.0,4,21.0
7.83,3,1504130.0
96256.0,8,312832.0
10688.0,2,2011817.0
338.04,3,-33804.0
154.24,4,17352.0
34848.0,2,6534.0
22.0,5,1375.0
4368.0,3,3822.0
31.44,3,1091560.0
44456.0,2,3401.0
129.45,5,46602.0
20.88,8,1515272.0
20736.0,4,247088.0
7168.0,2,9856.0
11168.0,2,-25128.0
442.4,7,-55.3
13.36,2,2751099.0
11232.0,8,-82368.0
10272.0,3,3.21
10368.0,2,1602746.0
6.24,3,546.0
206962.0,2,-325226.0
9.46,2,1824083.0
559.62,9,1510974.0
109.92,2,538608.0
8.56,2,3852.0
360712.0,11,1307581.0
-66382.0,6,150.36
41568.0,6,-665088.0
46864.0,2,1553925.0
19536.0,3,4884.0
411332.0,4,-48392.0
28752.0,6,1876861.0
293199.0,3,-206964.0
35.06,2,10518.0
4.13,1,2592494.0
109.8,9,46116.0
9.82,2,2271170.0
7644.0,4,-58604.0
51465.0,5,-394565.0
6976.0,4,-13952.0
12222.0,7,-201663.0
97984.0,2,-24496.0
62.4,6,44335.0
20.86,2,9387.0
497.61,9,1293786.0
5.34,2,1114722.0
3.15,1,1512.0
368.91,9,1807659.0
44391.0,5,6615.0
59.97,3,149925.0
83.36,1,20.84
6.58,2,-596014.0
122.94,3,590112.0
219.84,4,1077216.0
98.16,6,9816.0
33.04,8,155288.0
86.97,3,252213.0
134.97,3,647856.0
699.98,2,1959944.0
139.95,5,265905.0
48.94,1,24.47
2807.84,8,6738816.0
46.64,4,1471533.0
60416.0,2,-541866.0
107.94,3,26985.0
63.84,8,165984.0
347.97,3,1009113.0
37008.0,6,11565.0
215.65,5,73321.0
11168.0,4,1605668.0
53952.0,3,175344.0
4.18,1,1149785.0
5607.0,1,-42987.0
4663736.0,7,-10493406.0
79984.0,2,229954.0
2575944.0,7,2575944.0
45.36,7,217728.0
254.24,7,76272.0
69.93,7,6993.0
16156.0,7,-12117.0
54816.0,3,178152.0
-167585.0,7,245021.0
77.6,5,28.13
4656.0,2,1393037.0
170136.0,3,-85068.0
7.38,2,1017627.0
9.26,2,-490094.0
9.96,2,1430382.0
75.6,2,-166.32
29.32,2,-24189.0
92064.0,6,-2255568.0
6976.0,4,2341936.0
62958.0,3,-26982.0
5184.0,1,2280576.0
31.32,10,-25056.0
11.84,4,3108.0
22784.0,1,2380013.0
1127976.0,3,1268973.0
38.88,6,186624.0
779796.0,2,-1689558.0
1439.92,8,3743792.0
262.11,1,629064.0
207.0,3,25875.0
1439982.0,3,-2639967.0
36288.0,7,1865995.0
44307.0,5,6206.0
1245.86,7,3612994.0
17544.0,3,2670410.0
44128.0,4,-199816.0
62.92,1,126284.0
78304.0,2,29364.0
140.81,1,394268.0
40096.0,4,135324.0
40784.0,2,-30588.0
90.57,3,2133688.0
40.08,6,192384.0
37.68,2,158256.0
362352.0,3,271764.0
7184.0,2,2245.0
34.76,1,1982782.0
831.2,5,124.68
44312.0,5,11.88
106.75,7,49105.0
97.82,2,459754.0
141.4,5,38178.0
14.52,3,2197391.0
127.92,5,-15.99
34.24,4,-53072.0
137.62,2,605528.0
100.49,1,251225.0
257568.0,2,-289764.0
119.96,4,335888.0
49632.0,4,2824148.0
727.45,5,-465568.0
24.96,3,4368.0
370782.0,3,-926955.0
196.45,5,70722.0
31104.0,6,2543825.0
78256.0,2,-176076.0
6.48,1,-290672.0
99.2,5,25792.0
801568.0,2,50098.0
272848.0,1,272848.0
70.98,1,205842.0
16224.0,2,2524679.0
176784.0,1,-22098.0
470376.0,3,470376.0
393568.0,4,-442764.0
302376.0,3,226782.0
68742.0,9,-481194.0
29.34,3,14.67
383607.0,7,639345.0
563.4,4,67608.0
217056.0,7,786828.0
6.0,2,44198.0
31.56,3,821341.0
7104.0,2,758276.0
398352.0,8,-331.96
121792.0,4,137016.0
409.59,3,-122877.0
10.56,2,4752.0
3.38,1,221339.0
7824.0,1,2934.0
24784.0,1,7745.0
34.65,3,10395.0
487984.0,2,152495.0
1793.98,2,8431706.0
29808.0,2,2247978.0
505176.0,4,-336784.0
1740585.0,3,-1107645.0
191.88,6,19188.0
14.78,2,2924192.0
5184.0,1,2280576.0
478.48,2,47848.0
44314.0,2,6745.0
909.12,8,-360614.0
2952.0,2,-21648.0
27018.0,6,-216144.0
136.92,4,41076.0
18.96,2,8532.0
99.39,3,407499.0
273896.0,7,924399.0
597132.0,3,49761.0
149.95,5,65978.0
4608.0,2,1754626.0
15528.0,3,2419824.0
11952.0,3,2536306.0
11.65,5,688544.0
299.9,2,74975.0
895.92,5,302373.0
462564.0,2,976524.0
15008.0,2,1135175.0
863.64,9,107955.0
47616.0,3,1392366.0
92.94,3,41823.0
199.98,2,69993.0
177.48,3,199665.0
88768.0,2,310688.0
6.48,1,-290672.0
46.51,1,2448587.0
659976.0,3,494982.0
271992.0,1,237993.0
145.74,3,233184.0
44301.0,5,7392.0
244.55,5,1149385.0
166.16,8,598176.0
14.73,3,2450504.0
19968.0,2,-13312.0
33488.0,7,-12558.0
8736.0,4,-61152.0
662.88,3,74574.0
47.36,4,17.76
27.44,2,2401.0
3.24,9,-5184.0
95968.0,4,263912.0
10368.0,2,1602746.0
44219.0,2,6468.0
11.54,2,3462.0
254526.0,1,-933262.0
12.98,1,2097284.0
26432.0,8,2669407.0
197.97,3,574113.0
44457.0,6,9072.0
1282.41,5,213735.0
4.92,3,2214.0
238.0,2,38.08
167.97,3,403128.0
44547.0,4,7704.0
44243.0,3,7776.0
33.99,3,146157.0
296.85,5,53433.0
112.8,6,6768.0
13.71,3,1427521.0
44463.0,5,11703.0
286.29,3,171774.0
24.18,2,7254.0
281.97,3,789516.0
69.5,5,20155.0
166.44,3,798912.0
291.96,4,102186.0
6408.0,3,6408.0
408744.0,7,766395.0
5104.0,4,-86768.0
2896.0,2,4706.0
35016.0,3,-21885.0
275.97,3,-551940.0
1394.95,5,362687.0
545.88,6,709644.0
5248.0,2,5904.0
933536.0,4,1050228.0
42976.0,4,393094.0
3.76,2,2245513.0
479.96,4,1343888.0
320.88,6,930552.0
23.88,3,1158825.0
26.76,4,437167.0
1439976.0,4,1919968.0
17.22,3,2670837.0
1024.38,7,2151198.0
26.22,3,487570.0
17.34,3,1120048.0
4956.0,4,-37996.0
71.04,6,26.64
5344.0,2,7348.0
11304.0,3,-21195.0
294.62,5,-766012.0
8752.0,4,-37196.0
15.0,4,44234.0
161.61,1,420186.0
144.95,5,420355.0
199.95,5,219945.0
41.86,7,142324.0
95.94,3,9594.0
304.45,5,761125.0
11364.0,3,-17046.0
29.68,7,1407221.0
47.53,7,161602.0
183372.0,2,-366744.0
4224.0,3,4752.0
333056.0,2,291424.0
24896.0,4,7.78
159984.0,2,359964.0
46344.0,3,1623230.0
350.98,1,842352.0
44421.0,2,-632446.0
900.08,4,1170104.0
17568.0,2,651747.0
14.62,2,2488915.0
33.36,4,1766527.0
40.14,6,196686.0
1606.23,9,481869.0
44303.0,3,7668.0
49.53,3,237744.0
872.32,4,2442496.0
239.12,5,77714.0
141.96,2,397488.0
33024.0,2,1345860.0
67136.0,4,234976.0
14.73,3,2677746.0
104.9,5,25176.0
61.04,4,30.52
10.95,3,-158758.0
9392.0,2,355078.0
9328.0,1,8162.0
8.26,2,2528270.0
269.97,3,512943.0
44315.0,3,139392.0
14.62,2,2488915.0
11952.0,3,520928.0
4536.0,7,-33264.0
9156.0,2,-6104.0
75.36,5,20724.0
57504.0,6,201264.0
38864.0,7,2128817.0
15552.0,3,924917.0
162.64,2,455392.0
597.0,3,280.59
55.48,1,266304.0
289.8,7,36225.0
2502.0,3,-20016.0
6.48,4,-4752.0
341488.0,8,-73176.0
44541.0,5,834.0
25344.0,6,1076797.0
17.31,3,5193.0
199.95,5,63984.0
1586.69,7,4125394.0
84.99,1,305964.0
411.8,2,70006.0
11.34,3,96547.0
80.3,5,20878.0
15968.0,2,727686.0
64.74,13,304278.0
19296.0,3,44261.0
405.64,4,-75633.0
146352.0,3,-9147.0
251.91,9,478629.0
12.39,3,3717.0
199.96,4,69986.0
710832.0,3,-977394.0
1941.0,1,-1294.0
283.92,5,-46137.0
7312.0,2,1348508.0
59.97,3,137931.0
761544.0,7,666351.0
58.2,3,28518.0
39.9,5,19.95
90.86,7,263494.0
94.85,5,45528.0
106232.0,7,371812.0
111984.0,2,30987.0
7712.0,2,1991304.0
37.44,6,16848.0
23.68,2,8.88
122.12,4,561752.0
18.45,5,1758856.0
324.9,5,38988.0
146.73,3,689631.0
3.96,2,1005149.0
5.76,2,1678688.0
26.55,3,130095.0
310443.0,3,-487839.0
479.9,5,81583.0
12.88,1,3864.0
44543.0,5,1476.0
511.84,8,2405648.0
91.96,4,257488.0
8.34,3,-78859.0
37.68,3,2355.0
279944.0,7,804839.0
636408.0,3,-159102.0
83168.0,4,608009.0
259136.0,4,-259136.0
221.92,4,1065216.0
26.0,2,44388.0
15552.0,3,924917.0
876.0,1,-14016.0
19.98,1,732921.0
398352.0,3,124485.0
44291.0,3,1.26
17.45,5,8027.0
323136.0,4,20196.0
44406.0,3,8019.0
1295.84,4,145782.0
46.84,2,1668765.0
425833.0,1,200392.0
209.67,1,-13978.0
159.88,7,735448.0
5.28,1,2376.0
895.92,5,302373.0
2808.0,3,-19656.0
215976.0,3,-26997.0
241.96,2,411332.0
27.72,9,133056.0
104.68,5,353295.0
62958.0,7,926866.0
86376.0,3,-402860.0
64944.0,3,1111952.0
20736.0,4,247088.0
33.28,4,469217.0
38.52,9,2744008.0
139.86,7,601398.0
19.65,3,9039.0
152991.0,3,-1223928.0
10584.0,7,-23814.0
94.92,4,15.82
14.76,5,-11439.0
3656.0,4,-58496.0
146.82,3,73.41
149544.0,9,504711.0
17.14,2,973099.0
991764.0,3,-3471174.0
30.48,6,9906.0
23988.0,2,-47976.0
16688.0,7,853329.0
422058.0,3,-180882.0
38088.0,4,-279312.0
254352.0,6,-508704.0
43.31,1,4331.0
84.95,5,22087.0
233058.0,3,-532704.0
111.79,7,435981.0
14.94,3,-614155.0
14.16,2,5133.0
22608.0,3,-101736.0
21.48,6,10.74
501.81,3,0.0
161.94,3,1922882.0
17856.0,4,32174.0
8808.0,3,-149736.0
79384.0,1,29769.0
34.58,1,-590687.0
314.55,3,150984.0
191976.0,3,23997.0
8288.0,2,16132.0
139.92,5,-150414.0
15872.0,1,1462.0
6286.0,7,-110005.0
14016.0,3,1752.0
71976.0,3,-8997.0
107982.0,3,-269955.0
305312.0,2,-87232.0
19752.0,3,2641587.0
9264.0,3,-13896.0
61792.0,4,-39292.0
45.68,2,210128.0
60.12,9,288576.0
41.72,5,130375.0
71.6,8,32936.0
85232.0,7,308966.0
44.4,3,44249.0
442764.0,4,590352.0
3999.95,5,11599855.0
199.95,5,219945.0
63.68,8,280192.0
54896.0,2,185274.0
29.0,2,7.25
70.08,6,35.04
121.3,2,25473.0
1454.49,9,3781674.0
60.81,3,170268.0
153552.0,3,518238.0
65.34,3,22869.0
123.92,4,55764.0
35.1,3,12285.0
44.75,5,1141597.0
4704.0,2,4116.0
14.67,3,2815716.0
15552.0,3,924917.0
5232.0,1,1864199.0
44249.0,6,9102.0
881.93,7,2293018.0
6096.0,2,-205964.0
191.82,3,748098.0
20104.0,1,2078597.0
67.56,3,8445.0
29932.0,7,-463946.0
38272.0,4,2327387.0
16.52,4,1494756.0
832.93,7,2332204.0
43.8,10,21024.0
167292.0,6,297408.0
27.42,1,190963.0
1.44,1,504.0
61776.0,13,208494.0
241.96,2,60.49
108608.0,4,1144185.0
2816.0,2,9856.0
9984.0,4,1567683.0
14.98,1,16163.0
-275605.0,4,100.24
485.94,2,-89089.0
37376.0,8,4672.0
70686.0,1,-242352.0
54816.0,3,178152.0
72294.0,1,-988018.0
2896.0,2,4706.0
124792.0,1,15599.0
330588.0,1,-1157058.0
673568.0,2,252588.0
52.98,2,148344.0
526.45,5,31587.0
228.92,5,143075.0
319968.0,4,359964.0
205.03,7,676599.0
190.86,2,955781.0
24.32,8,288026.0
44.4,5,12432.0
44.4,2,-52.17
1016792.0,1,381297.0
38136.0,7,133476.0
494982.0,3,-1154958.0
56.56,2,152712.0
5.56,2,933562.0
44236.0,2,1197326.0
8.62,1,187037.0
659976.0,3,494982.0
13.36,2,813914.0
41.72,5,130375.0
11.52,5,4176.0
541.44,6,1570176.0
19.44,3,515968.0
143.7,3,68976.0
43.26,3,142758.0
43.56,2,15246.0
437.85,3,131355.0
109.48,2,339388.0
1212.96,7,90972.0
18.54,2,1913354.0
5.0,1,44288.0
371.97,3,669546.0
166.24,1,24936.0
359.97,3,791934.0
499.98,2,1149954.0
5.28,1,2376.0
8.26,2,2528270.0
7968.0,2,1823324.0
12.96,2,586002.0
6.48,1,-290672.0
6984.0,1,610353.0
47.96,5,23833.0
199.74,6,479376.0
435.26,7,957572.0
1119984.0,2,3779946.0
143432.0,1,1445691.0
122352.0,3,137646.0
306.2,5,0.0
85.98,1,223548.0
223.96,4,537504.0
97568.0,2,-6098.0
614272.0,8,-230352.0
199.98,2,379962.0
48.16,7,221536.0
23.92,2,1854125.0
60.69,7,163863.0
14352.0,3,46143.0
35.04,2,12264.0
17.48,5,1311.0
44302.0,5,4756.0
892.98,2,803682.0
287.97,3,777519.0
595.38,6,297.69
12.96,2,112648.0
4.95,1,535083.0
181.95,3,382095.0
13.52,4,106805.0
259.7,5,106477.0
42.95,1,359767.0
1399.93,7,6019699.0
503.96,4,125.99
12.72,3,6.36
11.52,4,1661246.0
316.0,4,31.6
723.92,4,1882192.0
106.32,3,499704.0
141372.0,2,-141372.0
27216.0,3,2468554.0
390.75,5,171.93
280792.0,1,35099.0
68448.0,4,1864381.0
88.04,5,6603.0
15872.0,1,1984.0
215592.0,3,-485082.0
14.62,2,2488915.0
416.32,2,1124064.0
43.0,5,20.21
182.94,3,27441.0
60.83,7,30415.0
389.97,3,1325898.0
194.32,4,563528.0
265.93,7,638232.0
94.74,3,445278.0
60.64,4,278944.0
76.3,5,38.15
364.8,12,167808.0
79872.0,3,29952.0
46384.0,1,-111032.0
12.96,2,112648.0
14352.0,3,46143.0
547136.0,4,-68392.0
41.96,2,2729125.0
41.7,5,20.85
277.4,5,133152.0
5.78,1,2345620.0
69216.0,6,210687.0
10.86,3,-313256.0
426.79,7,1237691.0
25.92,4,919287.0
45.92,4,225008.0
10.72,2,1742.0
41.86,7,10465.0
63.2,5,23384.0
113.97,3,273528.0
123552.0,3,-293436.0
490.32,9,1372896.0
70.08,5,24528.0
1272.0,2,-21624.0
557585.0,5,0.0
9024.0,6,-115355.0
69456.0,2,225732.0
10.86,2,480051.0
79.47,3,222516.0
44418.0,6,44291.0
1552831.0,7,2009546.0
